id,tas_project_id,title,year,author,bibtex_source,added_by_username,project_id,forum,link,month,publication_type,doi,status,checked_for_duplicates,reviewed_by_id,reviewed_comment,reviewed_date,submitted_date,ticket_id,normalized_forum_id
1445,,Software Framework to Execute Genetic Algorithm Experiments in Parallel in the Chameleon Cloud,2024.0,"David Hentrich, Erdal Oruklu, and Jafar Saniie","{""howpublished"": ""https://www.techrxiv.org/users/797518/articles/1182841-software-framework-to-execute-genetic-algorithm-experiments-in-parallel-in-the-chameleon-cloud"", ""file"": ""David Hentrich et al. - 2024 - Software Framework to Execute Genetic Algorithm Ex.pdf:/home/dhentric/Zotero/storage/AX6228XE/David Hentrich et al. - 2024 - Software Framework to Execute Genetic Algorithm Ex.pdf:application/pdf"", ""year"": ""2024"", ""month"": ""July"", ""author"": ""David Hentrich, Erdal Oruklu, and Jafar Saniie"", ""journal"": ""TechXriv"", ""language"": ""English"", ""doi"": ""10.36227/techrxiv.172107685.59884132/v1"", ""url"": ""https://www.techrxiv.org/users/797518/articles/1182841-software-framework-to-execute-genetic-algorithm-experiments-in-parallel-in-the-chameleon-cloud"", ""title"": ""Software Framework to Execute Genetic Algorithm Experiments in Parallel in the Chameleon Cloud"", ""ENTRYTYPE"": ""article"", ""ID"": ""david_hentrich_software_2024""}",dhentric,631.0,TechXriv,https://www.techrxiv.org/users/797518/articles/1182841-software-framework-to-execute-genetic-algorithm-experiments-in-parallel-in-the-chameleon-cloud,7.0,journal article,10.36227/techrxiv.172107685.59884132/v1,APPROVED,1,,,,,,850.0
1446,,Tango: A Cross-layer Approach to Managing I/O Interference over Local Ephemeral Storage,2024.0,"Qiao, Zhenbo and Tian, Qirui and Qin, Zhenlu and Wang, Jinzhen and Liu, Qing and Podhorszki, Norbert and Klasky, Scott and Zhu, Hongjian","{""year"": ""2024"", ""title"": ""Tango: A Cross-layer Approach to Managing I/O Interference over Local Ephemeral Storage"", ""booktitle"": ""SC24: International Conference for High Performance Computing, Networking, Storage and Analysis"", ""author"": ""Qiao, Zhenbo and Tian, Qirui and Qin, Zhenlu and Wang, Jinzhen and Liu, Qing and Podhorszki, Norbert and Klasky, Scott and Zhu, Hongjian"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""9355326""}",lqnjupt1,114.0,"SC24: International Conference for High Performance Computing, Networking, Storage and Analysis",https://sc24.conference-program.com/presentation/?id=pap412&sess=sess377,,conference paper,,APPROVED,1,,,,,,537.0
1447,,Grid-Aware Charging and Operational Optimization for Mixed-Fleet Public Transit,2024.0,"Rishav Sen, Amutheezan Sivagnanam, Aaron Laszka, Ayan Mukhopadhyay, Abhishek Dubey","{""pages"": ""8-15"", ""number"": """", ""volume"": """", ""year"": ""2024"", ""title"": ""Grid-Aware Charging and Operational Optimization for Mixed-Fleet Public Transit"", ""booktitle"": ""2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC)"", ""author"": ""Rishav Sen, Amutheezan Sivagnanam, Aaron Laszka, Ayan Mukhopadhyay, Abhishek Dubey"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10422364""}",0000-0002-0168-4948@orcid.org,893.0,2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC),,,conference paper,,APPROVED,1,,,,,,769.0
1452,,Structural Positional Encoding for knowledge integration in transformer-based medical process monitoring,2024.0,Christopher Irwin and Marco Dossena and Giorgio Leonardi and Stefania Montani,"{""url"": ""https://arxiv.org/abs/2403.08836"", ""primaryclass"": ""cs.LG"", ""archiveprefix"": ""arXiv"", ""eprint"": ""2403.08836"", ""year"": ""2024"", ""author"": ""Christopher Irwin and Marco Dossena and Giorgio Leonardi and Stefania Montani"", ""title"": ""Structural Positional Encoding for knowledge integration in transformer-based medical process monitoring"", ""ENTRYTYPE"": ""misc"", ""ID"": ""irwin2024structuralpositionalencodingknowledge""}",cirwin,1106.0,,https://arxiv.org/abs/2403.08836,,preprint,,DELETED,1,,,,,,
1453,,Graph Neural Networks for Gut Microbiome Metaomic data: A preliminary work,2024.0,Christopher Irwin and Flavio Mignone and Stefania Montani and Luigi Portinale,"{""url"": ""https://arxiv.org/abs/2407.00142"", ""primaryclass"": ""cs.LG"", ""archiveprefix"": ""arXiv"", ""eprint"": ""2407.00142"", ""year"": ""2024"", ""author"": ""Christopher Irwin and Flavio Mignone and Stefania Montani and Luigi Portinale"", ""title"": ""Graph Neural Networks for Gut Microbiome Metaomic data: A preliminary work"", ""ENTRYTYPE"": ""misc"", ""ID"": ""irwin2024graphneuralnetworksgut""}",cirwin,1106.0,,https://arxiv.org/abs/2407.00142,,preprint,,APPROVED,1,,,,,,695.0
1454,,Autoencoder with Dual Loss Function for follow-up estimation,2023.0,"Marco Dossena, Christopher Irwin","{""url"": ""https://ceur-ws.org/Vol-3670/paper80.pdf"", ""year"": ""2023"", ""author"": ""Marco Dossena, Christopher Irwin"", ""title"": ""Autoencoder with Dual Loss Function for follow-up estimation"", ""ENTRYTYPE"": ""misc"", ""ID"": ""aecovid""}",cirwin,1106.0,,https://ceur-ws.org/Vol-3670/paper80.pdf,,other,,DELETED,0,,,,,,
1455,,Graph Neural Diffusion: an approach based on diffusion PDE,2023.0,"ACETO, LIDIA and Dossena, M and GRASSI, PIETRO and Irwin, C and MONTANI, Stefania and PORTINALE, Luigi","{""year"": ""2023"", ""booktitle"": ""AIxIA Workshop on Machine Learning and Data Mining"", ""author"": ""ACETO, LIDIA and Dossena, M and GRASSI, PIETRO and Irwin, C and MONTANI, Stefania and PORTINALE, Luigi"", ""title"": ""Graph Neural Diffusion: an approach based on diffusion PDE"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""aceto2023graph""}",cirwin,1106.0,AIxIA Workshop on Machine Learning and Data Mining,,,conference paper,,DELETED,0,,,,,,
1456,,Autoencoder with Dual Loss Function for follow-up estimation,2023.0,"Marco Dossena, Christopher Irwin","{""url"": ""https://ceur-ws.org/Vol-3670/paper80.pdf"", ""year"": ""2023"", ""booktitle"": ""Doctoral Consortium AIxIA 2023"", ""author"": ""Marco Dossena, Christopher Irwin"", ""title"": ""Autoencoder with Dual Loss Function for follow-up estimation"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""aecovid""}",cirwin,1106.0,Doctoral Consortium AIxIA 2023,https://ceur-ws.org/Vol-3670/paper80.pdf,,conference paper,,DELETED,1,,,,,,
1457,,Graph Neural Diffusion: an approach based on diffusion PDE,2023.0,"ACETO, LIDIA and Dossena, M and GRASSI, PIETRO and Irwin, C and MONTANI, Stefania and PORTINALE, Luigi","{""url"": ""https://hdl.handle.net/11579/166643"", ""year"": ""2023"", ""booktitle"": ""AIxIA Workshop on Machine Learning and Data Mining"", ""author"": ""ACETO, LIDIA and Dossena, M and GRASSI, PIETRO and Irwin, C and MONTANI, Stefania and PORTINALE, Luigi"", ""title"": ""Graph Neural Diffusion: an approach based on diffusion PDE"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""aceto2023graph""}",cirwin,1106.0,AIxIA Workshop on Machine Learning and Data Mining,https://hdl.handle.net/11579/166643,,conference paper,,DELETED,1,,,,,,
1458,,An Exploration of Online-simulation-driven Portfolio Scheduling in Workflow Management Systems,2024.0,"McDonald, Jesse and Dobbs, John and Ching Wong, Yick and Ferreira da Silva, Rafael and Casanova, Henri","{""year"": ""2024"", ""doi"": ""10.1016/j.future.2024.07.005"", ""pages"": ""345--360"", ""number"": """", ""volume"": ""161"", ""journal"": ""Future Generation Computer Systems"", ""author"": ""McDonald, Jesse and Dobbs, John and Ching Wong, Yick and Ferreira da Silva, Rafael and Casanova, Henri"", ""title"": ""An Exploration of Online-simulation-driven Portfolio Scheduling in Workflow Management Systems"", ""ENTRYTYPE"": ""article"", ""ID"": ""mcdonald2024simulation""}",rafsilva,122.0,Future Generation Computer Systems,https://doi.org/10.1016/j.future.2024.07.005,,journal article,10.1016/j.future.2024.07.005,APPROVED,1,,,,,,548.0
1459,,hyDNS: Acceleration of DNS Through Kernel Space Resolution,2024.0,"Bardinelli, Joshua and Zhang, Yifan and Su, Jianchang and Huang, Linpu and Parilla, Aidan and Jarvi, Rachel and Kulkarni, Sameer G. and Zhang, Wei","{""series"": ""eBPF '24"", ""location"": ""Sydney, NSW, Australia"", ""keywords"": ""Domain Name System (DNS), In-Kernel Cache, XDP (eXpress Data Path), eBPF (extended Berkeley Packet Filter)"", ""numpages"": ""7"", ""pages"": ""58\u201364"", ""booktitle"": ""Proceedings of the ACM SIGCOMM 2024 Workshop on EBPF and Kernel Extensions"", ""doi"": ""10.1145/3672197.3673439"", ""url"": ""https://doi.org/10.1145/3672197.3673439"", ""address"": ""New York, NY, USA"", ""publisher"": ""Association for Computing Machinery"", ""isbn"": ""9798400707124"", ""year"": ""2024"", ""title"": ""hyDNS: Acceleration of DNS Through Kernel Space Resolution"", ""author"": ""Bardinelli, Joshua and Zhang, Yifan and Su, Jianchang and Huang, Linpu and Parilla, Aidan and Jarvi, Rachel and Kulkarni, Sameer G. and Zhang, Wei"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10.1145/3672197.3673439""}",jis23009@uconn.edu,1144.0,"Proceedings of the ACM SIGCOMM 2024 Workshop on EBPF and Kernel Extensions,eBPF '24,Association for Computing Machinery,New York, NY, USA",https://doi.org/10.1145/3672197.3673439,,conference paper,10.1145/3672197.3673439,APPROVED,1,,,,,,851.0
1460,,BOAD: Optimizing Distributed Communication with In-Kernel Broadcast and Aggregation,2024.0,"Su, Jianchang and Zhang, Yifan and Huang, Linpu and Zhang, Wei","{""series"": ""eBPF '24"", ""location"": ""Sydney, NSW, Australia"", ""keywords"": ""Aggregation, Broadcasting, Distributed communication, eBPF (extended Berkeley Packet Filter)"", ""numpages"": ""7"", ""pages"": ""51\u201357"", ""booktitle"": ""Proceedings of the ACM SIGCOMM 2024 Workshop on EBPF and Kernel Extensions"", ""doi"": ""10.1145/3672197.3673438"", ""url"": ""https://doi.org/10.1145/3672197.3673438"", ""address"": ""New York, NY, USA"", ""publisher"": ""Association for Computing Machinery"", ""isbn"": ""9798400707124"", ""year"": ""2024"", ""title"": ""BOAD: Optimizing Distributed Communication with In-Kernel Broadcast and Aggregation"", ""author"": ""Su, Jianchang and Zhang, Yifan and Huang, Linpu and Zhang, Wei"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""10.1145/3672197.3673438""}",jis23009@uconn.edu,1144.0,"Proceedings of the ACM SIGCOMM 2024 Workshop on EBPF and Kernel Extensions,eBPF '24,Association for Computing Machinery,New York, NY, USA",https://doi.org/10.1145/3672197.3673438,,conference paper,10.1145/3672197.3673438,APPROVED,1,,,,,,851.0
1461,,Fast and Efficient for Microservices with {SurgeGuard},2024.0,Anyesha Ghosh and Neeraja J. Yadwadkar and Mattan Erez,"{""year"": ""2024"", ""month"": ""November"", ""booktitle"": ""ACM/IEEE International Conference on High-Performance Computing, Networking, Storage, and Analysis ({SC24})"", ""title"": ""Fast and Efficient for Microservices with {SurgeGuard}"", ""author"": ""Anyesha Ghosh and Neeraja J. Yadwadkar and Mattan Erez"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""ghosh2024surgeguard""}",mattan,681.0,"ACM/IEEE International Conference on High-Performance Computing, Networking, Storage, and Analysis ({SC24})",,11.0,conference paper,,APPROVED,1,,,,,,537.0
1463,,GreenNFV: Energy-Efficient Network Function Virtualization with Service Level Agreement Constraints,2023.0,"Nine, MD SQ Zulkar and Kosar, Tevfik and Bulut, Muhammed Fatih and Hwang, Jinho","{""year"": ""2023"", ""pages"": ""1--12"", ""booktitle"": ""Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis"", ""author"": ""Nine, MD SQ Zulkar and Kosar, Tevfik and Bulut, Muhammed Fatih and Hwang, Jinho"", ""title"": ""GreenNFV: Energy-Efficient Network Function Virtualization with Service Level Agreement Constraints"", ""ENTRYTYPE"": ""inproceedings"", ""ID"": ""nine2023greennfv""}",tkosar,1031.0,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,,conference paper,,APPROVED,1,,,,,,537.0
1464,,Why do some academic articles receive more citations from policy communities?,2024.0,"Ma, Ji and Cheng, Yuan","{""publisher"": ""Wiley Online Library"", ""year"": ""2024"", ""journal"": ""Public Administration Review"", ""author"": ""Ma, Ji and Cheng, Yuan"", ""title"": ""Why do some academic articles receive more citations from policy communities?"", ""ENTRYTYPE"": ""article"", ""ID"": ""ma2024some""}",maji,518.0,"Public Administration Review,Wiley Online Library",,,journal article,,APPROVED,1,,,,,,852.0
1465,,Towards Carbon-efficient LLM Life Cycle,2024.0,"Li, Yueying Lisa and Graif, Omer and Gupta, Udit","{""year"": ""2024"", ""author"": ""Li, Yueying Lisa and Graif, Omer and Gupta, Udit"", ""title"": ""Towards Carbon-efficient LLM Life Cycle"", ""ENTRYTYPE"": ""article"", ""ID"": ""li2024towards""}",ugupta@cornell.edu,1290.0,Proceedings of 3rd Workshop on Sustainable Computer Systems (HotCarbon’24),,,conference paper,,APPROVED,1,10484.0,,,,,
1466,,Towards Game-Theoretic Approaches to Attributing Carbon in Cloud Data Centers,2024.0,"Han, Leo and Kakadia, Jash and Lee, Benjamin C and Gupta, Udit","{""year"": ""2024"", ""author"": ""Han, Leo and Kakadia, Jash and Lee, Benjamin C and Gupta, Udit"", ""title"": ""Towards Game-Theoretic Approaches to Attributing Carbon in Cloud Data Centers"", ""ENTRYTYPE"": ""article"", ""ID"": ""han2024towards""}",ugupta@cornell.edu,1290.0,,,,journal article,,APPROVED,1,10484.0,,,,,
1467,,Understanding the Implications of Uncertainty in Embodied Carbon Models for Sustainable Computing,2024.0,"Bhagavathula, Anvita and Han, Leo and Gupta, Udit","{""year"": ""2024"", ""author"": ""Bhagavathula, Anvita and Han, Leo and Gupta, Udit"", ""title"": ""Understanding the Implications of Uncertainty in Embodied Carbon Models for Sustainable Computing"", ""ENTRYTYPE"": ""article"", ""ID"": ""bhagavathula2024understanding""}",ugupta@cornell.edu,1290.0,,,,journal article,,APPROVED,1,10484.0,,,,,
1470,,Repositioning Real-World Website Fingerprinting on Tor,2024.0,"Rob Jansen, Ryan Wails, and Aaron Johnson","@article{jansenrepositioning,
  title={Repositioning Real-World Website Fingerprinting on Tor},
  author={Jansen, Rob and Wails, Ryan and Johnson, Aaron}
}",,,In Proceedings of the 23rd Workshop on Privacy in the Electronic Society (WPES ’24),https://doi.org/10.1145/3689943.3695047,10.0,conference paper,,APPROVED,1,,,,,,853.0
1471,,Online Diffusion-Based 3D Occupancy Prediction at the Frontier with Probabilistic Map Reconciliation,2024.0,"Alec Reed, Lorin Achey, Brendan Crowe, Bradley Hayes, Christoffer Heckman","@article{reed2024online,
  title={Online Diffusion-Based 3D Occupancy Prediction at the Frontier with Probabilistic Map Reconciliation},
  author={Reed, Alec and Achey, Lorin and Crowe, Brendan and Hayes, Bradley and Heckman, Christoffer},
  journal={arXiv preprint arXiv:2409.10681},
  year={2024}
}",,,Arxiv,https://arxiv.org/pdf/2409.10681,,preprint,,APPROVED,1,,,,,,695.0
1472,,Detection of Live Ransomware Attacks Using Processor and Disk Usage Data,2024.0,"Thummapudi, Ananda Kumar","@phdthesis{thummapudi2024detection,
  title={Detection of Live Ransomware Attacks Using Processor and Disk Usage Data},
  author={Thummapudi, Ananda Kumar},
  year={2024},
  school={The University of Texas at San Antonio}
}",,,University of Texas at San Antonio,https://www.proquest.com/docview/3103007957?fromopenview=true&pq-origsite=gscholar&sourcetype=Dissertations%20&%20Theses,,phd thesis,,APPROVED,1,,,,,,854.0
1473,,Machine Learning in Container Orchestration Systems: Applications and Deployment,2024.0,Saeid Ghafouri,"@phdthesis{ghafouri2024machine,
  title={Machine Learning in Container Orchestration Systems: Applications and Deployment},
  author={Ghafouri, Saeid},
  year={2024},
  school={Queen Mary, University of London}
}",,,Queen Mary University of London,https://qmro.qmul.ac.uk/xmlui/bitstream/handle/123456789/99381/PhD_Thesis_revised_final.pdf?sequence=2,,phd thesis,,APPROVED,1,,,,,,789.0
1474,,Message History Logics and Callback Control Flow Models for Automatic Event-Driven Application Analysis,2024.0,Shawn Meier,"@phdthesis{meier2024message,
  title={Message History Logics and Callback Control Flow Models for Automatic Event-Driven Application Analysis},
  author={Meier, Shawn},
  year={2024},
  school={University of Colorado at Boulder}
}",,,UC - Boulder,https://www.proquest.com/docview/3100671993?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,phd thesis,,APPROVED,1,,,,,,855.0
1476,,FAIR Assessment of Cloud-based Experiments,2024.0,"Krishna Kamath, Nicole Brewer, Tanu Malik","@inproceedings{kamath2024fair,
  title={FAIR Assessment of Cloud-based Experiments},
  author={Kamath, Krishna and Brewer, Nicole and Malik, Tanu},
  booktitle={2024 IEEE 20th International Conference on e-Science (e-Science)},
  pages={1--6},
  year={2024},
  organization={IEEE Computer Society}
}",,,2024 IEEE 20th International Conference on e-Science (e-Science),,,conference paper,10.1109/e-Science62913.2024.10678673,APPROVED,1,,,,,,646.0
1477,,Network Security Management and Threat Mitigation in the Cloud,2024.0,"Suresh-Menon, Durga","@phdthesis{suresh2024network,
  title={Network Security Management and Threat Mitigation in the Cloud},
  author={Suresh-Menon, Durga},
  year={2024},
  school={Northeastern University}
}",,,Northeastern University,https://www.proquest.com/docview/3097750625?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,phd thesis,,APPROVED,1,,,,,,856.0
1478,,Scaffolding Reproducibility for the Machine Learning Classroom,2024.0,"Mohamed Saeed, Fraida Fund","@article{saeed2024scaffolding,
  title={Scaffolding Reproducibility for the Machine Learning Classroom},
  author={Saeed, Mohamed and Fund, Fraida},
  year={2024}
}",,,ACM REP,https://acm-rep.github.io/2024/posters/ACM_REP24_paper_29.pdf,,conference paper,,APPROVED,1,,,,,,857.0
